date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm
2015-01-01,-6,-12,1023,84,54,2,-13,-6,-18,1025,1019,0.0
2015-01-02,-6,-9,1022,92,56,1,-12,-6,-13,1026,1017,0.0
2015-01-03,-4,-11,1016,92,59,3,-13,-4,-16,1025,1010,0.76
2015-01-04,-14,-19,1033,80,46,-12,-18,-16,-23,1043,1023,0.25
2015-01-05,-9,-14,1032,80,53,-3,-14,-8,-17,1043,1023,0.0
2015-01-06,-10,-15,1036,80,54,-6,-14,-12,-18,1043,1027,
2015-01-07,-16,-22,1035,72,45,-12,-19,-18,-24,1055,956,0.0
2015-01-08,-7,-12,1024,69,55,2,-16,-4,-21,1037,1014,0.0
2015-01-09,-11,-19,1035,69,43,-7,-16,-13,-21,1039,1030,
2015-01-10,-6,-12,1023,79,43,6,-17,-6,-19,1031,1019,0.0
2015-01-11,-5,-11,1024,96,47,3,-13,-7,-14,1031,1021,0.0
2015-01-12,-13,-17,1040,87,45,-7,-19,-13,-21,1044,1032,0.0
2015-01-13,-12,-18,1037,87,40,-4,-20,-14,-23,1043,1032,0.0
2015-01-14,-2,-8,1026,84,51,4,-9,-4,-15,1030,1023,0.0
2015-01-15,1,-6,1023,91,45,9,-9,-2,-10,1024,1021,0.0
2015-01-16,4,-4,1014,96,30,15,-7,-2,-7,1022,1008,0.0
2015-01-17,7,-3,1012,65,32,12,3,1,-5,1016,1006,
2015-01-18,4,-4,1015,85,25,14,-6,-2,-7,1017,1012,0.0
2015-01-19,5,-3,1015,84,33,16,-6,1,-6,1017,1013,0.0
2015-01-20,4,-3,1018,78,38,11,-3,-2,-5,1020,1016,0.0
2015-01-21,2,-3,1025,85,45,8,-5,-2,-5,1030,1021,0.0
2015-01-22,-1,-5,1031,85,59,4,-6,-3,-8,1034,1028,0.0
2015-01-23,1,-6,1020,84,34,9,-8,-2,-9,1027,1015,0.0
2015-01-24,6,-1,1010,85,35,14,-3,5,-4,1017,1005,0.76
2015-01-25,3,-1,1014,85,70,8,-1,3,-3,1020,1005,
2015-01-26,7,-1,1016,92,32,17,-2,2,-4,1019,1014,0.0
2015-01-27,4,-2,1019,92,36,15,-6,1,-8,1022,1015,0.0
2015-01-28,9,0,1010,85,36,18,-1,2,-3,1016,1005,0.0
2015-01-29,-1,-3,1029,81,53,6,-7,0,-8,1036,1019,0.0
2015-01-30,-3,-6,1032,92,51,6,-12,-3,-13,1036,1026,0.0
2015-01-31,2,0,1018,96,64,4,0,1,-2,1025,1011,20.83
2015-02-01,-8,-10,1018,92,73,0,-16,-1,-19,1031,1009,10.16
2015-02-02,-14,-17,1026,92,73,-7,-22,-11,-24,1031,1019,0.0
2015-02-03,-5,-8,1018,92,74,3,-14,-1,-16,1022,1013,0.0
2015-02-04,-14,-13,1029,91,61,-4,-25,-8,-25,1037,1021,13.21
2015-02-05,-15,-17,1029,86,55,-3,-27,-9,-28,1037,1021,0.0
2015-02-06,1,-3,1015,100,62,6,-6,0,-8,1020,1011,0.0
2015-02-07,4,-1,1006,92,54,12,-4,2,-5,1010,1002,0.0
2015-02-08,8,2,1013,92,51,14,2,5,-1,1022,1003,0.0
2015-02-09,2,0,1023,100,85,3,0,2,-1,1026,1021,0.0
2015-02-10,2,0,1018,100,79,5,-2,2,-2,1021,1014,0.0
2015-02-11,-1,-7,1029,92,47,4,-6,2,-11,1035,1021,0.0
2015-02-12,-9,-16,1035,69,51,-5,-14,-12,-18,1041,1027,0.0
2015-02-13,2,-6,1023,82,41,12,-9,-1,-12,1027,1020,0.0
2015-02-14,-3,-12,1028,85,35,3,-9,-2,-18,1034,1020,0.0
2015-02-15,-9,-17,1030,61,47,-7,-11,-16,-18,1033,1026,0.0
2015-02-16,-2,-10,1022,78,48,3,-8,-4,-16,1027,1019,0.0
2015-02-17,-7,-11,1021,81,40,-2,-11,-6,-17,1022,1019,0.51
2015-02-18,-12,-19,1029,76,35,-7,-17,-16,-21,1032,1021,0.0
2015-02-19,-11,-15,1027,79,46,-5,-18,-12,-21,1033,1021,0.25
2015-02-20,-3,-8,1014,83,48,6,-12,-3,-14,1020,1011,0.0
2015-02-21,-2,-5,1020,92,57,4,-8,-1,-16,1032,1013,0.0
2015-02-22,-11,-19,1040,66,31,-6,-16,-16,-22,1046,1033,0.0
2015-02-23,-12,-19,1037,82,26,-3,-21,-13,-23,1046,1025,0.0
2015-02-24,1,-8,1016,75,33,10,-8,-5,-12,1024,1012,0.0
2015-02-25,-2,-6,1013,85,49,8,-12,2,-16,1028,1007,1.27
2015-02-26,-13,-18,1034,83,51,-9,-18,-16,-21,1039,1026,0.0
2015-02-27,-13,-19,1037,86,39,-6,-21,-17,-24,1041,1035,0.0
2015-02-28,-9,-12,1031,84,63,-4,-15,-8,-18,1035,1027,0.76
2015-03-01,-1,-9,1030,84,30,6,-8,-7,-11,1034,1027,0.0
2015-03-02,0,-8,1025,77,36,6,-7,-6,-10,1034,1012,0.0
2015-03-03,-2,-6,1011,100,32,3,-8,0,-15,1023,1004,0.0
2015-03-04,-7,-13,1027,88,28,0,-14,-10,-19,1034,1023,0.76
2015-03-05,-8,-16,1033,83,29,2,-18,-11,-22,1037,1027,0.0
2015-03-06,5,-9,1023,73,14,18,-8,-7,-11,1026,1021,0.0
2015-03-07,7,-5,1023,74,21,18,-4,-2,-8,1025,1020,0.0
2015-03-08,6,-2,1020,81,33,15,-4,0,-6,1022,1018,0.0
2015-03-09,5,-5,1019,92,22,17,-7,1,-7,1022,1015,0.0
2015-03-10,11,-2,1015,85,17,23,-3,2,-6,1020,1014,0.0
2015-03-11,10,-1,1024,92,22,22,-3,2,-4,1027,1021,0.0
2015-03-12,14,1,1022,76,23,25,2,4,-2,1025,1019,0.0
2015-03-13,12,0,1021,76,21,24,-1,2,-3,1024,1020,0.0
2015-03-14,11,-1,1025,89,19,21,1,2,-4,1028,1023,0.0
2015-03-15,15,-4,1020,59,10,27,2,-2,-7,1024,1016,0.0
2015-03-16,19,0,1013,71,9,32,6,4,-5,1023,1007,0.0
2015-03-17,6,-9,1030,76,14,11,0,2,-15,1034,1024,0.0
2015-03-18,5,-7,1023,63,24,12,-3,-2,-9,1028,1019,0.0
2015-03-19,5,1,1020,92,54,11,-1,2,-2,1022,1017,0.0
2015-03-20,9,-3,1020,96,16,24,-6,1,-6,1023,1016,0.0
2015-03-21,11,1,1020,89,27,20,1,2,-2,1024,1017,0.0
2015-03-22,12,1,1015,92,23,24,-2,6,-2,1018,1011,0.0
2015-03-23,6,-2,1021,82,44,12,-1,0,-3,1023,1018,0.0
2015-03-24,3,1,1014,92,62,5,1,2,-1,1018,1010,17.78
2015-03-25,3,1,1019,100,53,8,-2,3,-3,1025,1013,
2015-03-26,2,-2,1023,100,35,11,-7,1,-8,1026,1020,1.02
2015-03-27,-1,-6,1024,92,40,5,-6,-1,-8,1028,1020,
2015-03-28,7,-2,1019,78,40,14,-1,1,-6,1022,1013,0.0
2015-03-29,10,0,1016,82,20,18,1,4,-6,1022,1010,0.0
2015-03-30,13,-2,1017,70,16,26,-1,1,-4,1022,1012,0.0
2015-03-31,13,0,1014,82,17,26,1,3,-1,1017,1010,0.0
2015-04-01,20,7,1005,54,25,29,10,12,1,1010,999,10.67
2015-04-02,14,4,1010,86,26,19,9,11,-2,1015,1005,2.29
2015-04-03,6,-4,1024,76,24,11,1,2,-9,1028,1016,1.02
2015-04-04,10,-4,1023,70,16,19,0,-1,-7,1028,1016,0.0
2015-04-05,14,1,1011,86,28,22,7,8,-5,1016,1007,0.0
2015-04-06,12,10,1009,100,80,14,11,11,8,1012,1007,
2015-04-07,9,10,1011,100,86,12,7,11,6,1015,1008,0.76
2015-04-08,7,6,1011,100,86,9,6,8,5,1015,1005,0.51
2015-04-09,6,6,1007,100,76,8,3,8,2,1017,1002,3.56
2015-04-10,12,1,1020,70,28,20,4,3,-1,1022,1018,0.0
2015-04-11,14,3,1017,76,23,24,5,6,2,1021,1012,0.0
2015-04-12,17,10,1009,80,40,26,9,14,4,1015,1004,3.81
2015-04-13,13,-1,1022,70,20,21,5,3,-5,1025,1015,0.0
2015-04-14,13,0,1023,82,22,22,4,3,-2,1025,1019,0.0
2015-04-15,14,6,1016,77,41,18,9,9,-1,1019,1014,
2015-04-16,15,10,1017,86,49,23,7,12,7,1019,1016,
2015-04-17,18,12,1017,86,49,23,13,14,11,1020,1014,0.51
2015-04-18,17,14,1012,90,68,19,14,16,11,1014,1008,15.75
2015-04-19,11,8,1008,93,43,14,8,11,0,1009,1007,4.06
2015-04-20,10,-3,1010,76,19,16,4,1,-8,1012,1009,0.0
2015-04-21,12,-2,1011,62,22,21,3,2,-4,1015,1007,0.0
2015-04-22,6,-5,1018,75,24,14,-3,-1,-9,1021,1016,0.0
2015-04-23,9,-1,1016,92,28,20,-1,1,-3,1020,1012,0.0
2015-04-24,16,8,1006,86,43,19,13,13,1,1012,999,0.76
2015-04-25,12,9,1004,96,77,13,9,12,7,1012,996,6.86
2015-04-26,11,4,1016,86,36,18,4,7,2,1020,1013,0.0
2015-04-27,11,1,1022,89,26,20,1,4,-1,1023,1019,0.0
2015-04-28,12,4,1022,85,28,23,2,7,1,1024,1019,0.0
2015-04-29,13,4,1017,92,27,23,3,7,1,1019,1014,0.0
2015-04-30,14,2,1016,85,19,25,2,4,-1,1018,1015,0.0
2015-05-01,17,6,1017,67,35,24,10,11,1,1019,1014,0.25
2015-05-02,21,12,1012,87,34,29,13,14,8,1015,1006,1.78
2015-05-03,22,14,1008,78,45,29,16,19,11,1010,1006,7.62
2015-05-04,16,12,1016,90,72,18,13,14,10,1019,1011,3.3
2015-05-05,21,15,1016,97,49,26,15,17,12,1019,1013,1.02
2015-05-06,19,16,1008,93,73,22,16,17,14,1013,1004,75.18
2015-05-07,19,15,1008,97,53,24,14,17,11,1014,1005,95.76
2015-05-08,13,9,1017,83,67,16,11,11,8,1019,1014,0.0
2015-05-09,16,11,1016,89,67,21,11,16,7,1019,1010,0.0
2015-05-10,15,15,1008,100,52,22,8,17,3,1013,1006,22.86
2015-05-11,9,2,1016,76,50,13,6,3,0,1022,1012,0.0
2015-05-12,13,3,1024,76,31,21,6,6,1,1027,1022,0.0
2015-05-13,16,8,1021,93,38,22,8,12,6,1024,1019,11.68
2015-05-14,17,14,1013,100,66,21,12,16,11,1017,1012,10.67
2015-05-15,17,14,1012,100,61,23,12,17,11,1015,1009,23.88
2015-05-16,22,17,1007,97,54,27,16,18,14,1010,1004,1.27
